Id,Title,Senior,Company,Location,Salary,Currency,date
29.0,Remote Senior Project Manager - AI,True,Thoriana Sp. z o.o.,Zdalnie    +1,17 000  – 22 000  PLN,PLN,01.07.2023
30.0,Junior Analyst - AI,False,Thoriana Sp. z o.o.,Warsaw,8 000  – 12 000  PLN,PLN,01.07.2023
31.0,Remote Mid Analyst - AI,False,Thoriana Sp. z o.o.,Zdalnie    +1,12 000  – 16 000  PLN,PLN,01.07.2023
32.0,Remote Mid Project Manager - AI,False,Thoriana Sp. z o.o.,Zdalnie    +1,12 000  – 16 000  PLN,PLN,01.07.2023
33.0,Machine Learning Engineer,False,RTB House,Zdalnie    +1,30 000  – 47 000  PLN,PLN,01.07.2023
34.0,Mid/Senior MLOps Engineer,True,GetInData | Part of Xebia,Zdalnie    +1,16 800  – 33 600  PLN,PLN,01.07.2023
35.0,Data Scientist,False,Sales&amp;More,Zdalnie    +1,7 500  – 15 000  PLN,PLN,01.07.2023
36.0,AI SCIENTIST,False,InPhoTech,Ołtarzew    +1,30 000  – 40 000  PLN,PLN,01.07.2023
37.0,Machine Learning Engineer,False,Quickchat AI,Warszawa,12 260  – 24 521  PLN,PLN,01.07.2023
38.0,Remote Senior NLP Engineer,True,Sigmoidal LLC,Zdalnie    +3,24 521  – 34 534  PLN,PLN,01.07.2023
39.0,Python Developer with Computer Vision,False,Numlabs,Zdalnie    +1,10 000  – 15 000  PLN,PLN,01.07.2023
40.0,Python Machine Learning Engineer,False,Numlabs,Zdalnie,13 000  – 17 000  PLN,PLN,01.07.2023
41.0,Data Scientist,False,Numlabs,Zdalnie    +1,10 000  – 15 000  PLN,PLN,01.07.2023
42.0,Programista C++ 17/20,False,Techmo Sp. z o.o.,Kraków,13 000  – 23 000  PLN,PLN,01.07.2023
43.0,Remote Mid ML Engineer,False,Centralny Ośrodek Informatyki,Zdalnie    +1,14 000  – 28 000  PLN,PLN,01.07.2023
44.0,Senior AI Software Engineer,True,Fourthwall,Zdalnie    +1,22 500  – 37 000  PLN,PLN,01.07.2023
45.0,Remote Mid ML Engineer,False,Centralny Ośrodek Informatyki,Zdalnie    +1,14 000  – 28 000  PLN,PLN,01.07.2023
46.0,Remote Mid AI&amp;ML Data Scientist,False,Centralny Ośrodek Informatyki,Zdalnie    +1,14 000  – 28 000  PLN,PLN,01.07.2023
47.0,Data Scientist/AI Developer,False,Algomine,Zdalnie    +1,13 440  – 25 200  PLN,PLN,01.07.2023
48.0,Senior OpenAI &amp; ML Solutions Developer,True,Everguest,"Budapest  , HU",21 180  – 29 417  PLN,PLN,01.07.2023
49.0,Generative AI Expert,True,Deutsche Telekom IT Solutions Hungary,"Budapest  , HU",21 180  – 29 417  PLN,PLN,01.07.2023
