Id,Title,Senior,Company,Location,Salary,Currency,date
50.0,AI Engineer,False,Lingaro,Zdalnie    +1,15 120  – 19 320  PLN,PLN,01.12.2023
51.0,MLOps Engineer,False,SoftServe,Zdalnie    +1,21 000  – 27 000  PLN,PLN,01.12.2023
52.0,Lead MLOps Engineer (Nvidia AI Stack Expert),True,SoftServe,Zdalnie    +1,28 000  – 34 000  PLN,PLN,01.12.2023
53.0,AI DevOps Engineer,False,Lingaro,Zdalnie    +1,16 800  – 20 160  PLN,PLN,01.12.2023
54.0,Senior Data Scientist,True,Reply Polska,Katowice,16 000  – 22 000  PLN,PLN,01.12.2023
55.0,Data Scientist,False,Objectivity - part of Accenture,Zdalnie    +2,16 800  – 25 200  PLN,PLN,01.12.2023
56.0,Data Science Manager,False,Addepto,Zdalnie    +5,18 000  – 30 000  PLN,PLN,01.12.2023
57.0,Power Automate Expert,True,Hemmersbach,Zdalnie    +1,13 440  – 15 960  PLN,PLN,01.12.2023
58.0,Senior MLOps Engineer,True,Devire,Zdalnie    +1,26 880  – 30 240  PLN,PLN,01.12.2023
59.0,Senior Deep Learning Engineer,True,Focal Systems,Zdalnie,74 000  – 119 000  PLN,PLN,01.12.2023
60.0,Deep Learning Engineer,False,Focal Systems,Zdalnie,44 700  – 74 600  PLN,PLN,01.12.2023
61.0,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie    +1,22 000  – 28 000  PLN,PLN,01.12.2023
62.0,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie    +1,20 000  – 26 000  PLN,PLN,01.12.2023
63.0,Inżynier Uczenia Maszynowego,False,Centralny Ośrodek Informatyki,Zdalnie    +1,14 000  – 28 000  PLN,PLN,01.12.2023
64.0,Python Developer - AI,False,Zone IT Sp. z o.o.,Wrocław,17 000  – 28 000  PLN,PLN,01.12.2023
65.0,Tester (Pentester) - AI,False,Zone IT Sp. z o.o.,Wrocław,10 000  – 18 000  PLN,PLN,01.12.2023
66.0,Oracle Specialist - AI,False,Zone IT Sp. z o.o.,Wrocław,19 000  – 28 000  PLN,PLN,01.12.2023
67.0,Test Engineer - AI,False,Zone IT Sp. z o.o.,Wrocław,12 000  – 21 000  PLN,PLN,01.12.2023
68.0,Data Scientist,False,Numlabs,Zdalnie    +1,9 000  – 14 000  PLN,PLN,01.12.2023
69.0,Machine Learning Engineer,False,Numlabs,Zdalnie    +1,8 500  – 14 500  PLN,PLN,01.12.2023
70.0,Senior Machine Learning Engineer,True,Numlabs,Zdalnie    +1,14 500  – 18 500  PLN,PLN,01.12.2023
71.0,Principal Software Engineer,False,AI REV,Zdalnie,26 880  – 43 680  PLN,PLN,01.12.2023
72.0,AI &amp; Math CUDA (C++) Developer,False,Camino Science sp. z o.o.,Zdalnie    +1,12 000  – 16 000  PLN,PLN,01.12.2023
73.0,Senior AI &amp; Math CUDA (C++) Developer,True,Camino Science sp. z o.o.,Zdalnie    +1,16 000  – 19 000  PLN,PLN,01.12.2023
74.0,Computer Vision Engineer,False,Spline,Zdalnie,22 000  – 25 000  PLN,PLN,01.12.2023
75.0,Konsultant Techniczny Samba.ai,False,Samba.ai,Wrocław,6 000  – 9 000  PLN,PLN,01.12.2023
76.0,Azure AI Solutions Consultant (OpenAI),False,Elitmind,Zdalnie    +4,15 960  – 29 904  PLN,PLN,01.12.2023
77.0,Data Scientist ( Mid / Senior ),True,Addepto,Zdalnie    +5,13 000  – 26 000  PLN,PLN,01.12.2023
78.0,Machine Learning Engineer,False,RTB House,Zdalnie    +1,30 000  – 47 000  PLN,PLN,01.12.2023
79.0,ML (Python + NLP) Engineer,False,SFox,Zdalnie,13 048  – 21 747  PLN,PLN,01.12.2023
80.0,Directory Development Executive,False,ENF Ltd.,Zdalnie,5 219  – 7 393  PLN,PLN,01.12.2023
81.0,Principal Deep Learning Engineer,False,Focal Systems,Zdalnie,92 250  – 180 811  PLN,PLN,01.12.2023
82.0,Senior Data Scientist (Linear Optimization),True,hubQuest,Zdalnie    +1,28 500  – 37 000  PLN,PLN,01.12.2023
83.0,Junior Data Scientist,False,datanalytics DA GmbH,Zdalnie,29 228  – 40 188  PLN,PLN,01.12.2023
84.0,Senior Machine Learning Engineer,True,Objectivity - part of Accenture,Zdalnie    +2,23 520  – 30 240  PLN,PLN,01.12.2023
85.0,Senior ML (NLP) Engineer,True,Zowie,Zdalnie    +2,15 000  – 30 000  PLN,PLN,01.12.2023
86.0,Senior JavaScript Developer (AI projects),True,10Clouds,Zdalnie    +2,17 000  – 28 000  PLN,PLN,01.12.2023
87.0,Senior Data Scientist REMOTE 🌍,True,Sigmoidal LLC,Zdalnie,27 138  – 33 723  PLN,PLN,01.12.2023
88.0,Team Manager (AI/IoT),False,Fitech Sp. ZO.O,Kraków,19 000  – 26 000  PLN,PLN,01.12.2023
89.0,AI Solutions Delivery Officer,False,ITDS,"Riyadh  , SA   +1",55 000  – 70 000  PLN,PLN,01.12.2023
90.0,Kierownik B+R z doświadczeniem IoT lub AI,False,Ingenious Lab sp. z o. o.,Zdalnie,16 000  – 22 000  PLN,PLN,01.12.2023
91.0,Senior Data Scientist,True,SKY ENGINE AI,Warsaw,20 000  – 28 000  PLN,PLN,01.12.2023
92.0,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,22 680  – 31 584  PLN,PLN,01.12.2023
93.0,NLP Engineer,False,Business Online Services,Zdalnie,14 000  – 24 000  PLN,PLN,01.12.2023
94.0,AI Engineer (Generative AI &amp; NLP),False,Altimetrik Poland,Zdalnie    +1,22 000  – 28 000  PLN,PLN,01.12.2023
95.0,Data Scientist (Junior/Mid),False,Addepto,Zdalnie    +5,7 000  – 12 600  PLN,PLN,01.12.2023
96.0,Senior ML Voice - Part Time,True,AI REV,Zdalnie    +1,18 000  PLN,PLN,01.12.2023
97.0,Senior Data Scientist,True,hubQuest,Zdalnie    +1,28 500  – 37 000  PLN,PLN,01.12.2023
98.0,AI Engineer,False,Ness Solution Sp. z o. o.,Zdalnie,18 480  – 36 960  PLN,PLN,01.12.2023
99.0,Senior AI Engineer,True,Lingaro,Zdalnie    +1,25 200  – 33 600  PLN,PLN,01.12.2023
100.0,AI Engineer,False,Lingaro,Zdalnie    +1,15 120  – 19 320  PLN,PLN,01.12.2023
101.0,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie    +1,18 000  – 28 000  PLN,PLN,01.12.2023
102.0,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie    +1,18 000  – 26 000  PLN,PLN,01.12.2023
103.0,Senior Data Scientist,True,in4ge sp. z o.o.,Zdalnie    +1,20 000  – 28 000  PLN,PLN,01.12.2023
104.0,AI &amp; Math,False,Camino Science sp. z o.o.,Zdalnie    +1,9 000  – 14 000  PLN,PLN,01.12.2023
105.0,AI &amp; Math (PhD/ongoing PhD nice-to-have),False,Camino Science sp. z o.o.,Zdalnie    +1,15 000  – 16 000  PLN,PLN,01.12.2023
106.0,AI &amp; Math (Open PhD Conduct),False,Camino Science sp. z o.o.,Zdalnie    +1,8 000  – 9 000  PLN,PLN,01.12.2023
107.0,Senior Data Scientist,True,SKY ENGINE AI,Warsaw,20 000  – 28 000  PLN,PLN,01.12.2023
108.0,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,22 680  – 31 584  PLN,PLN,01.12.2023
109.0,NLP Engineer,False,Business Online Services,Zdalnie,14 000  – 24 000  PLN,PLN,01.12.2023
110.0,AI Engineer (Generative AI &amp; NLP),False,Altimetrik Poland,Zdalnie    +1,22 000  – 28 000  PLN,PLN,01.12.2023
111.0,Data Scientist (Junior/Mid),False,Addepto,Zdalnie    +5,7 000  – 12 600  PLN,PLN,01.12.2023
112.0,Senior ML Voice - Part Time,True,AI REV,Zdalnie    +1,18 000  PLN,PLN,01.12.2023
113.0,Senior Data Scientist,True,hubQuest,Zdalnie    +1,28 500  – 37 000  PLN,PLN,01.12.2023
114.0,AI Engineer,False,Ness Solution Sp. z o. o.,Zdalnie,18 480  – 36 960  PLN,PLN,01.12.2023
115.0,Senior AI Engineer,True,Lingaro,Zdalnie    +1,25 200  – 33 600  PLN,PLN,01.12.2023
116.0,AI Engineer,False,Lingaro,Zdalnie    +1,15 120  – 19 320  PLN,PLN,01.12.2023
117.0,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie    +1,18 000  – 28 000  PLN,PLN,01.12.2023
118.0,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie    +1,18 000  – 26 000  PLN,PLN,01.12.2023
119.0,Senior Data Scientist,True,in4ge sp. z o.o.,Zdalnie    +1,20 000  – 28 000  PLN,PLN,01.12.2023
120.0,AI &amp; Math,False,Camino Science sp. z o.o.,Zdalnie    +1,9 000  – 14 000  PLN,PLN,01.12.2023
121.0,AI &amp; Math (PhD/ongoing PhD nice-to-have),False,Camino Science sp. z o.o.,Zdalnie    +1,15 000  – 16 000  PLN,PLN,01.12.2023
122.0,AI &amp; Math (Open PhD Conduct),False,Camino Science sp. z o.o.,Zdalnie    +1,8 000  – 9 000  PLN,PLN,01.12.2023
